Gn,mean,std
CYP2A13,40.555,
GGPS1,40.535,
ENPP1,40.519,
NT5DC2,40.515,
COA4,40.514,
SFR1,40.513,
MAIP1,40.49,
C17orf107,40.49,
RHOT2,40.483,
FHOD1,40.482,
SPATA3,40.468,
TARS2,40.463,
NOB1,40.443,
SZRD1,40.44,
MAGEB2,40.421,
AMDHD1,40.395,
GTPBP6,40.388,
PPFIA1,40.359,
OR2G6,40.351,
RASGRP2,40.351,
ACBD6,40.347,
STK17B,40.333,
MEAK7,40.329,
FOXK1,40.325,
TDG,40.31,
SLC19A1,40.301,
MVB12A,40.263,
SDHAF4,40.251,
ACSM3,40.242,
WASHC5,40.239,
LPXN,40.22,
MED18,40.211,
PTCRA,40.2,
LIG3,40.194,
RPP38,40.177,
MPV17L2,40.174,
ERI1,40.169,
CACTIN,40.167,
GPATCH4,40.163,
PLXNB2,40.16,
LYPD3,40.157,
ANXA8,40.145,
TAP1,40.144,
TERF2IP,40.143,
COX8C,40.127,
ATXN1L,40.117,
UTP18,40.101,
MPP1,40.095,
BSDC1,40.091,
ARHGAP25,40.082,
SLC35E1,40.077,
STRN3,40.075,
R3HCC1,40.057,
SKAP2,40.037,
SLC5A3,40.031,
RNF2,40.031,
NCK1,40.031,
MITD1,40.023,
CD248,40.012,
DDX31,40.006,
LLGL1,39.993,
POMP,39.986,
NUP107,39.984,
ICA1,39.979,
MCMBP,39.977,
NELFA,39.977,
GIGYF2,39.929,
ASPSCR1,39.9,
WDR44,39.877,
STK38,39.871,
MRPL10,39.859,
OR2AE1,39.857,
EXOC5,39.853,
NOP14,39.853,
C19orf25,39.841,
EEFSEC,39.838,
MAN2A1,39.835,
KRT71,39.829,
NR2C2AP,39.811,
AARS2,39.778,
POLD3,39.777,
HBS1L,39.776,
LMO7,39.772,
APOBEC3C,39.733,
AKAP8L,39.732,
CENPK,39.727,
WDR48,39.723,
XYLB,39.698,
CCDC180,39.694,
PCK1,39.691,
NSRP1,39.686,
LIN7A,39.665,
NXT1,39.665,
NRM,39.665,
C14orf119,39.661,
BCL2,39.652,
UXT,39.64,
NMNAT2,39.636,
MYO18A,39.632,
NCAPG,39.618,
MRPS18B,39.597,
IER5,39.587,
CHMP7,39.586,
HSPA14,39.58,
PTPRZ1,39.574,
RETREG3,39.557,
METTL8,39.542,
ATP6V1G2-DDX39B,39.538,
ZNF592,39.538,
DHRS3,39.532,
DYRK1A,39.513,
PPIL2,39.511,
PPWD1,39.508,
TRIO,39.501,
DCLK1,39.494,
NOL8,39.491,
TMEM38B,39.488,
BBX,39.467,
DPAGT1,39.444,
STAM,39.437,
SERPINA12,39.431,
MTIF3,39.43,
WIPF1,39.43,
EFEMP2,39.428,
MEPCE,39.424,
MYD88,39.406,
EXOC4,39.401,
ECE1,39.397,
RETN,39.379,
ATP13A1,39.373,
EPM2AIP1,39.357,
UQCC1,39.354,
HPDL,39.348,
PRPF4B,39.339,
UBXN7,39.328,
CMTM6,39.327,
TNPO3,39.32,
ID1,39.304,
SLC35B2,39.297,
FMNL1,39.285,
C1orf131,39.272,
NSUN4,39.271,
SPINK6,39.263,
MRPL34,39.262,
BCS1L,39.247,
CTRL,39.222,
USP9X,39.212,
SSNA1,39.185,
RAB4A,39.182,
HAPLN1,39.182,
MKLN1,39.18,
FIBP,39.174,
NFATC3,39.17,
SLCO1B1,39.168,
SOX12,39.164,
USP3,39.125,
CASP8,39.082,
PXK,39.077,
POLR1F,39.075,
TMEM47,39.072,
HSDL1,39.071,
TPRG1L,39.071,
CD276,39.05,
XRCC4,39.043,
SLC35A3,39.043,
RDH13,39.033500000000004,0.5154808434849951
DIAPH2,39.033,
TFCP2,39.03,
TMEM245,39.027,
TRMT13,38.988,
RABEPK,38.986,
SFT2D3,38.984,
DNAJB12,38.967,
WARS2,38.95,
ERMP1,38.946,
ARFRP1,38.942,
PAF1,38.895,
STXBP6,38.889,
DAPP1,38.887,
EMILIN2,38.871,
GOLPH3L,38.87,
SELENOT,38.846,
DCAF7,38.838,
STEAP3,38.826,
DAND5,38.782,
NUP160,38.775,
AIFM2,38.767,
CEPT1,38.764,
CTDP1,38.759,
TRAPPC4,38.753,
PRB4,38.75,
ANKRD46,38.734,
HLA-DMA,38.721,
RRP36,38.717,
GEMIN4,38.712,
CLUH,38.708,
IMPACT,38.696,
MAMDC4,38.691,
SYNPO2L,38.69,
CASS4,38.684,
MRPS10,38.668,
TRAPPC1,38.665,
SMAD2,38.661,
SIRT3,38.66,
TYROBP,38.642,
TWSG1,38.64,
TNFSF10,38.639,
TRAT1,38.634,
ASPHD2,38.619,
UNC50,38.616,
BAD,38.606,
RNF138,38.604,
TMEM168,38.592,
ARMC6,38.589,
WASHC3,38.578,
DCAF13,38.577,
BCKDHA,38.574,
IRGQ,38.569,
FBXL20,38.568,
PIP4K2B,38.568,
VPS16,38.56,
KXD1,38.533,
IL12A,38.527,
CDC26,38.525,
GIT1,38.511,
TRIM21,38.51,
NANP,38.495,
SS18L2,38.464,
SLC30A1,38.455,
CDC27,38.449,
TMEM52B,38.444,
NOC4L,38.443,
GPRC5B,38.441,
SMAGP,38.44,
MANEA,38.423,
SLC7A1,38.417,
XRCC3,38.406,
GALK2,38.406,
MSTO1,38.399,
CHMP3,38.397,
NRP1,38.393,
KLC2,38.386,
GK,38.37,
GK3P,38.37,
C1orf74,38.348,
CRYZL1,38.348,
RPP30,38.346,
THOC7,38.34,
RABGGTA,38.338,
SAMD12,38.336,
MISP,38.334,
UBAP2,38.334,
TBC1D13,38.33,
RSRC1,38.32,
PNLIPRP1,38.32,
HSD17B7,38.307,
SFXN4,38.29,
SIL1,38.288,
HK3,38.288,
KLC4,38.272,
OGDHL,38.259,
SLFN5,38.221,
CD3G,38.219,
WBP4,38.215,
ARHGAP18,38.214,
ICMT,38.196,
OR5L1,38.187,
AP1S2,38.185,
ORMDL2,38.179,
NMD3,38.175,
PTPMT1,38.165,
ZAP70,38.164,
CCDC167,38.159,
CYP4A22,38.151,
EED,38.138,
HABP2,38.113,
DPH5,38.094,
SPG21,38.09,
HEATR1,38.089,
HEMGN,38.085,
GSK3A,38.079,
BOLA2B,38.078,17.64346618439812
EXOC8,38.072,
CLASP2,38.071,
KDM2B,38.07,
DEFB116,38.067,
KIF21A,38.059,
RETSAT,38.058,
WDR4,38.051,
ELMO2,38.048,
CD2,38.04,
MEN1,38.04,
COA5,38.039,
KDF1,38.035,
TSSC4,38.031,
DNAJC17,38.013,
SCRN3,38.01,
FLG2,38.008,
MTFR1,38.006,
PRPH2,37.989,
RAP2A,37.976,
CWF19L1,37.975,
IFT22,37.967,
DYNC2LI1,37.963,
HAX1,37.962,
ARIH2,37.961,
CD3D,37.955,
TMEM209,37.949,
TSPAN1,37.943,
AAR2,37.934,
PFKFB3,37.934,
TRMT61A,37.927,
GOLGA3,37.923,
DDX51,37.903,
SHCBP1,37.902,
VPS36,37.879,
ZW10,37.869,
DNMT1,37.841,
DHX29,37.826,
UGT1A1,37.824,
EMP3,37.822,
CTBP2,37.822,
RRP12,37.819,
NLE1,37.81,
TNPO2,37.807,
ACTR5,37.802,
RASL10B,37.801,
THUMPD3,37.79,
GLIPR1,37.757,
MICU2,37.753,
GPALPP1,37.748,
TIMM21,37.746,
FITM2,37.742,
SVIL,37.735,
PRKCI,37.731,
MRPL32,37.726,
RNF40,37.725,
GTPBP1,37.722,
CCDC115,37.7,
KNOP1,37.697,
BIVM-ERCC5,37.679,
ERCC5,37.679,
SELENOS,37.673,
ABCB7,37.667,
TOR1A,37.663,
HAO2,37.661,
MRPS5,37.659,
PAIP2B,37.651,
HLA-DPA1,37.651,
SMCHD1,37.647,
PUM1,37.645,
CTDSPL2,37.641,
RP9,37.639,
CCDC43,37.625,
IFTAP,37.594,
ANO6,37.594,
PARL,37.594,
NOL6,37.568,
OR6K2,37.563,
PGM2L1,37.561,
SYN3,37.559,
POLD2,37.554,
MBNL2,37.551,
ORC4,37.549,
NDC1,37.544,
PPP1R13L,37.54,
WDR36,37.539,
ATAD2B,37.532,
CCDC134,37.503,
KDM6B,37.5,
GEMIN5,37.487,
RNF13,37.476,
FKBP15,37.472,
SMYD2,37.459,
ATG5,37.429,
DEFB131A,37.428,
TARBP2,37.419,
TMEM214,37.401,
AP5Z1,37.361,
SNX24,37.358,
BICD2,37.355,
OAF,37.351,
FOXP4,37.343,
TMPPE,37.339,
TMUB2,37.336,
APPL2,37.329,
AMACR,37.327,
DAPK3,37.317,
SERP1,37.313500000000005,2.359615328819504
LCLAT1,37.295,
MIER1,37.288,
ME3,37.282,
LYRM1,37.28,
CPM,37.277,
HLTF,37.276,
PRODH2,37.257,
ERF,37.255,
C2orf76,37.24,
PRXL2B,37.225,
SLC34A2,37.224,
PODN,37.223,
TMPRSS11D,37.215,
GSPT2,37.215,
RBFA,37.212,
RABL6,37.198,
UBR4,37.193,
RAB3B,37.193,
ZNF143,37.177,
TEX10,37.163,
C12orf29,37.161,
GNB1L,37.155,
WDR5B,37.151,
CSGALNACT2,37.15,
SLC22A6,37.144,
LARS2,37.085,
USP22,37.084,
QTRT1,37.067,
TTYH3,37.061,
SP1,37.056,
DEF6,37.028,
KRT26,37.018,
GABPA,37.01,
NUP214,37.001,
HLA-G,36.992,
RIOK1,36.98,
RBM26,36.958,
CCDC51,36.958,
ASH2L,36.953,
DNM3,36.947,
HOXA4,36.945,
OS9,36.943,
VWA5A,36.932,
RTF2,36.927,
NAA40,36.926,
MOB2,36.921,
HMCES,36.908,
GSKIP,36.904,
MRPS30,36.895,
SMYD5,36.878,
HMBS,36.875,
PPP2R1B,36.869,
AURKC,36.867,
BCL2L1,36.863,
HARS2,36.851,
IRF2BPL,36.841,
PPP1R12B,36.819,
WASL,36.813,
NOL10,36.81,
GAK,36.81,
MGME1,36.795,
METTL2B,36.7935,9.345830326942599
ZC3H13,36.793,
EXOC2,36.792,
POLR3D,36.789,
CSDC2,36.787,
TTF1,36.78,
AKT1S1,36.769,
OTUD6B,36.769,
ZBTB34,36.761,
TRMT2A,36.758,
THOC5,36.747,
ZPR1,36.741,
MAN2C1,36.734,
EPB42,36.717,
TSPYL1,36.701,
OAS3,36.7,
TMEM243,36.688,
RDH10,36.677,
GATAD2A,36.659,
GRINA,36.651,
MFN2,36.65,
ATG12,36.65,
VPS37B,36.646,
MSI1,36.623,
SLC25A21,36.617,
WDR92,36.608,
ASCC2,36.581,
CFHR5,36.581,
GIMAP7,36.577,
IYD,36.576,
TPST2,36.575,
ZFPL1,36.573,
SLC39A3,36.572,
PIGT,36.558,
SUN1,36.552,
SNX18,36.529,
PHYHD1,36.525999999999996,5.696452229238832
GIT2,36.523,
DDX28,36.516,
C5orf46,36.514,
KIF11,36.509,
TBPL1,36.494,
NCF2,36.481,
EXOC1,36.478,
GLA,36.472,
GPC4,36.458,
LIG1,36.45,
TMEM161B,36.448,
MRC1,36.448,
GRK2,36.446,
ASB6,36.424,
ARFGAP2,36.419,
CYSRT1,36.401,
WNK1,36.39,
CHAF1B,36.389,
RIOX2,36.372,
SEPTIN3,36.368,
NFKB2,36.367,
SRGAP2C,36.361,
SRGAP2,36.361,
SRGAP2B,36.361,
DHRS11,36.36,
TTI2,36.341,
HPF1,36.33,
RIOK2,36.318,
TBC1D5,36.315,
FST,36.315,
MTIF2,36.312,
TSEN2,36.307,
BCL7C,36.305,
CDK13,36.289,
SPATS2L,36.283,
DDX20,36.28,
CENPH,36.279,
ARHGEF6,36.269,
HIP1R,36.268,
CDC40,36.248,
MARCHF5,36.244,
CASP2,36.235,
FBXO7,36.23,
ATAT1,36.227,
NELFE,36.209,
STAMBP,36.209,
CDH16,36.206,
SHISA6,36.2,
USP15,36.173,
TP53BP1,36.173,
PTPN23,36.172,
PPOX,36.17,
NDUFAF1,36.159,
LZTS3,36.156,
NKX1-1,36.151,
ATG7,36.149,
SERPINI1,36.146,
MRS2,36.144,
FKBP9,36.143,
FKBP9P1,36.143,
FASTKD3,36.106,
OPCML,36.1,
DHX33,36.098,
TRARG1,36.097,
NCAPG2,36.096,
CDKN2AIP,36.091,
CHTF18,36.076,
ISG20L2,36.073,
ZNF740,36.058,
PTPN12,36.054,
CD109,36.045,
NARS2,36.043,
SULT4A1,36.039,
PCLAF,36.035,
MAP1A,36.024,
UBE3C,36.017,
TBK1,36.008,
CIP2A,36.006,
HACL1,36.002,
LRRC8C,35.999,
MALSU1,35.992,
PCID2,35.984,
STX6,35.982,
STAT2,35.98,
GNL1,35.955,
GPATCH1,35.953,
RHOT1,35.951,
CSPG4,35.95,
TRMT11,35.946,
YOD1,35.939,
RCOR1,35.936,
POLR2A,35.936,
TUSC1,35.936,
UNC119,35.93,
RRP8,35.926,
TOP3A,35.918,
CHPF,35.916,
BTG3,35.912,
OTULIN,35.91,
PTPN2,35.91,
KDM3B,35.906,
TFB2M,35.904,
POLR1E,35.9,
ZC3H11A,35.891,
IRAK4,35.89,
UBE2J1,35.874,
KLC1,35.870000000000005,3.698168465605639
CBL,35.868,
GTPBP3,35.857,
SAMSN1,35.844,
MFSD5,35.831,
ALG8,35.829,
MRPS18C,35.821,
NCS1,35.808,
CLPB,35.795,
CRADD,35.79,
RMND5A,35.788,
AKT1,35.777,
DEFB126,35.776,
AGPAT5,35.775,
METTL3,35.766,
RFK,35.764,
LYSMD2,35.755,
SGTB,35.745,
MAZ,35.742,
HCFC1,35.729,
KAT8,35.72,
CLP1,35.719,
SEZ6,35.708,
NTM,35.701,0.11596551211459484
DUSP14,35.695,
CALCOCO2,35.671,
CHST14,35.664,
SPANXB1,35.662,
TRIOBP,35.657,
ADAT2,35.631,
SUPT7L,35.623,
ZWILCH,35.618,
PTDSS1,35.612,
UBL7,35.609,
TLE1,35.596,
THOC1,35.591,
C5orf22,35.566,
PEX3,35.554,
PTS,35.546,
SLC29A1,35.532,
VTI1A,35.513,
KLHDC4,35.491,
RPS6KA1,35.477,
LARP4B,35.472,
TRAF3IP3,35.469,
BOLA3,35.462,
UBN2,35.447,
GOPC,35.432,
PLAAT3,35.429,
GPT2,35.423,
ZNHIT6,35.422,
PHF10,35.412,
QPCTL,35.397,
PAAF1,35.395,
NGRN,35.388,
YES1,35.388,
RASA3,35.369,
STX18,35.364,
TLCD4-RWDD3,35.357,
TLCD4,35.357,
NLRX1,35.339,
FAM89A,35.337,
ECE2,35.325,
CTPS2,35.321,
PAK4,35.32,
DCAF11,35.316,
CGN,35.307,
SMAD4,35.301,
CYP4F30P,35.295,
CCN3,35.281,
ARID1A,35.273,
LMO2,35.263,
MRPL35,35.257,
ACACA,35.25,
TMEM223,35.247,
BRCC3,35.227,
NCAPH,35.215,
INHBC,35.21,
NUB1,35.201,
PPDPF,35.157,
CLPX,35.152,
NRCAM,35.147,
ILDR1,35.141,
NOP9,35.13,
B3GAT3,35.119,
IRF5,35.119,
MPP6,35.113,
POLR3H,35.111,
SURF2,35.107,
PPARG,35.106,
CLCF1,35.102,
ZC3HC1,35.095,
FBXO3,35.092,
ERGIC2,35.086,
MINPP1,35.067,
MST1,35.064,
PLA2G4A,35.057,
TASOR2,35.037,
CEACAM1,35.032,
MAN1A2,35.03,
BRMS1,35.019,
INPP1,35.018,
BORCS5,35.004,
TAFA2,35.003,
CCDC59,35.001,
PAXIP1,34.997,
ING5,34.996,
DBR1,34.991,
RABEP1,34.963,
FBXO22,34.959,
ZDHHC6,34.956,
CASC3,34.946,
SEC24B,34.944,
LRCH4,34.942,
AFDN,34.93,
DSN1,34.928,
OR7D4,34.918,
LRRC8E,34.912,
CPSF3,34.911,
USP34,34.906,
METTL17,34.903,
TBC1D15,34.899,
RCN3,34.898,
PHOSPHO2,34.893,
NMI,34.883,
RNF25,34.879,
PXMP4,34.867,
FCGR2B,34.861,
FCGR2C,34.861,
OSBPL8,34.85,
COG2,34.848,
NHLRC3,34.839,
GOLIM4,34.831,
TTC14,34.828,
DDX54,34.828,
GDPGP1,34.827,
KDM4A,34.818,
CEACAM7,34.805,
ING1,34.803,
ASIP,34.799,
TP53,34.793,
ACY3,34.792,
FKTN,34.753,
HPSE,34.739,
ICAM3,34.732,
EXOSC10,34.721,
FXYD7,34.714,
RNFT1,34.697,
ZNF331,34.692,
SLAMF7,34.69,
C11orf98,34.686,
PLXDC2,34.685,
FPGS,34.672,
FXYD6-FXYD2,34.67,
HECTD3,34.656,
NPEPL1,34.648,
LTV1,34.645,
ACRV1,34.641,
TSC22D4,34.639,
CNOT7,34.629,
UQCC3,34.627,
IL16,34.626,
BCO2,34.618,
COL3A1,34.612,
MAFF,34.608,
SIRT1,34.603,
VPS53,34.57,
RACGAP1,34.56,
CYP27A1,34.557,
CEP170,34.554,
ITGAL,34.548,
SLC22A11,34.536,
MELK,34.532,
MOCS3,34.529,
DHX36,34.525,
RAD17,34.525,
PIK3R1,34.516,
PDF,34.509,
OPRL1,34.505,
PSG9,34.501,
MRPL45,34.491,
ZC3H8,34.483,
ODR4,34.48,
SCD5,34.479,
GCOM2,34.464,
WDR75,34.463,
RFXANK,34.463,
CXXC1,34.459,
GZMM,34.452,
PM20D2,34.45,
NFIC,34.427,
ERCC3,34.422,
LEMD3,34.419,
PARG,34.41,
WDR73,34.391,
WDR43,34.368,
GTF2H1,34.357,
C19orf84,34.356,
CEACAM8,34.351,
DHODH,34.347,
ASGR1,34.344,
ITGB3BP,34.343,
SRPK2,34.333,
ALKBH3,34.328,
PTK2,34.306,
TUSC3,34.301,
BRD8,34.295,
ELAVL2,34.29,
TRDN,34.289,
UBE2E3,34.278,
RBM19,34.277,
AGFG2,34.247,
TMEM230,34.246,
CCDC9,34.245,
ERAL1,34.244,
LBH,34.243,
N6AMT1,34.227,
KRT84,34.227,
PRADC1,34.222,
VPS33B,34.219,
CLDN7,34.218,
HELLS,34.217,
C1orf52,34.215,
C1orf109,34.209,
EIPR1,34.193,
TRMT6,34.179,
OVGP1,34.168,
PPP2R5A,34.168,
ATP6V1B1,34.168,
BRD9,34.166,
MGAT2,34.155,
STARD3,34.151,
GCAT,34.145,
BMS1,34.144,
LYG2,34.144,
SIRPB1,34.14066666666667,10.90134841812394
CCDC91,34.138,
ATP1A4,34.135,
POLR3E,34.132,
HDAC4,34.118,
TDP2,34.104,
ZCCHC10,34.1,
PRKAB1,34.097,
F5,34.094,
VPS26C,34.094,
IVNS1ABP,34.092,
CCPG1,34.084,
NAF1,34.077,
RBMS1,34.072,
CAMK1D,34.067,
NIPA2,34.064,
ERLEC1,34.063,
ZNRF2,34.047,
ASB9,34.042,
TRMT10A,34.034,
COMMD10,34.033,
CENPB,34.03,
RNF103,34.007,
GMIP,34.006,
CPD,34.004,
CETP,34.004,
CTDNEP1,33.994,
CCDC110,33.982,
PDSS1,33.982,
C6orf15,33.981,
RAB29,33.961,
CXCL2,33.958,
PDCD11,33.956,
MORF4L2,33.946,
SOX3,33.935,
PDK2,33.935,
SERPINB7,33.934,
RBPMS2,33.918,
PAGE2B,33.915,
TEFM,33.903,
ZC3H4,33.899,
ARSL,33.893,
CETN3,33.892,
DHX30,33.881,
NOL12,33.871,
CC2D1A,33.87,
PAK1,33.852,
DOCK2,33.847,
EDRF1,33.839,
CERK,33.836,
IRF2BP2,33.835,
TVP23C,33.833,13.740865935837768
PLEKHF2,33.83,
OAZ2,33.826,
SUSD2,33.825,
SAP30BP,33.824,
RFT1,33.814,
NOMO2,33.813,7.752718748929308
SPRYD7,33.799,
SERPINE1,33.798,
MTHFS,33.795,6.660945878777279
HTN3,33.79,
GPSM1,33.786,
GLMN,33.78,
MNX1,33.779,
PLGLB1,33.779,
PLGLB2,33.779,
RRAGC,33.778,
RERGL,33.775,
PNPLA8,33.775,
ECD,33.766,
C1orf198,33.761,
TPX2,33.746,
UCN3,33.742,
IFI27,33.728,
FOSL2,33.708,
FNBP1L,33.693,
PPFIBP1,33.683,
GPATCH11,33.683,
DVL2,33.682,
PLEKHO2,33.679,
LDLR,33.677,
CTSV,33.676,
AXL,33.666,
SIN3A,33.657,
ALG11,33.637,
FGD3,33.63,
SPINT1,33.615,
RTF1,33.602,
RBM15,33.59,
ADD2,33.584,
NAT1,33.565,
SPATS2,33.565,
ATAD3B,33.557,
STEAP2,33.555,
ELP1,33.552,
LTBR,33.54,
ORC5,33.535,
ZDHHC9,33.528,
ITFG1,33.526,
NPM2,33.524,
GIMAP1-GIMAP5,33.516,
GIMAP5,33.516,
ARMS2,33.5,
SCG2,33.498,
MED15,33.497,
ADGRE5,33.486,
SCO2,33.48,
HAUS1,33.468,
DFFB,33.457,
EXOG,33.453,
AAAS,33.443,
ATP6V1E2,33.437,
NELFCD,33.425,
IL18BP,33.423,
PIGL,33.422,
COG7,33.41,
RBM33,33.409,
CCDC127,33.408,
RBPJ,33.405,
MBOAT2,33.405,
CHML,33.398,
ZFYVE21,33.394,
USP47,33.386,
STAG2,33.384,
AURKA,33.383,
WIPF2,33.38,
SDE2,33.376,
WDR62,33.373,
UBAC1,33.373,
CNOT6,33.366,
EP300,33.363,
GNB3,33.353,
ANLN,33.352,
GTF3C2,33.348,
LIAS,33.342,
ZCCHC4,33.336,
RSF1,33.332,
EVX1,33.317,
SMARCD2,33.301,
TYW5,33.297,
BRMS1L,33.288,
FYCO1,33.281,
NTHL1,33.258,
WDR24,33.256,
BST1,33.254,
FNDC3A,33.252,
SLC30A6,33.24,
MAP2K6,33.24,
SLC37A1,33.24,
NR2F2,33.239,
RAB43,33.237,
TBCC,33.231,
IMPG1,33.228,
NSD2,33.225,
AARSD1,33.221000000000004,2.791657572124487
PKN1,33.22,
MPRIP,33.22,
CTR9,33.219,
GCC2,33.206,
INTS8,33.204,
SPOUT1,33.186,
TRIM2,33.174,
KRT39,33.173,
INTS14,33.171,
PRKRIP1,33.168,
KIAA1143,33.164,
POLB,33.157,
FAM193A,33.155,
INTS11,33.146,
DOLPP1,33.137,
YIPF4,33.133,
SLC2A5,33.127,
KIF2C,33.116,
CCL2,33.113,
NUDT6,33.107,
DNAAF5,33.096,
OR1J4,33.091,
MTMR12,33.09,
LARP4,33.084,
PHIP,33.082,
PEX5,33.072,
ZNF800,33.065,
C1GALT1,33.057,
CCSMST1,33.04,
SRSF12,33.039,
TMEM218,33.038,
PLA2G12A,33.034,
TMEM222,33.031,
GOLGB1,33.031,
DNAJC13,33.03,
SKIV2L,33.02,
PIAS3,33.011,
CDC42BPB,33.006,
ORMDL3,32.999,
DUS1L,32.976,
UBE2E2,32.973,
MLST8,32.964,
ALDH1L2,32.963,
KRT72,32.962,
CAMSAP1,32.951,
RSBN1L,32.941,
DAB2,32.94,
MTHFD1L,32.936,3.3842130547588174
ZNF280C,32.931,
TNFRSF10A,32.921,
LRRN4,32.919,
SLC35B3,32.918,
EXTL2,32.914,
PBX1,32.881,
CDC25B,32.874,
MOSPD2,32.871,
ANKRD44,32.87,
LIN9,32.856,
TMED8,32.851,
SCIN,32.848,
SLC25A17,32.835,
BLOC1S6,32.826,
SFSWAP,32.822,
TTPA,32.821,
USP11,32.82,
SSH1,32.811,
IKZF1,32.797,
GOLGA4,32.796,
GEMIN2,32.792,
C2CD5,32.784,
FOXRED2,32.784,
SETD3,32.782,
RETREG2,32.781,
KMO,32.779,
NKRF,32.777,
CRBN,32.767,
LZTS1,32.756,
OR6C74,32.752,
UPK2,32.751,
MICALL1,32.746,
TOX4,32.745,
RAP1GAP,32.741,
CXCL10,32.737,
PPP4R3A,32.733,
MIGA1,32.731,
CNOT1,32.731,
PHKG2,32.727,
NAA30,32.706,
POLR3F,32.698,
FAM120AOS,32.693,
CTF1,32.67,
GDF7,32.663,
CCL15-CCL14,32.653,
CCL15,32.653,
OAS2,32.652,
CTU2,32.652,
TMEM184C,32.641,
PAPOLA,32.638,
DDX41,32.636,
ENOSF1,32.633,
ACTR6,32.633,
TATDN3,32.627,
OR10G8,32.623,
PPP1R37,32.623,
USE1,32.613,
ALG6,32.611,
ARHGEF7,32.603,
LIG4,32.601,
PRDM10,32.598,
RBM4B,32.587,
MPHOSPH6,32.585,
SLC10A1,32.571,
APTX,32.566,
KCTD9,32.566,
PIGA,32.556,
MT1A,32.55,
CLCC1,32.549,
SPNS1,32.548,
RABGAP1L,32.544,
CWC22,32.541,
SYMPK,32.541,
C15orf38-AP3S2,32.536,
ARPIN,32.536,
DDX49,32.531,
LRRC8A,32.521,
TACC3,32.515,
TSPAN9,32.501,
REEP3,32.499,
DTNBP1,32.496,
KRT36,32.496,
KANK1,32.489,
CARS2,32.485,
RUFY3,32.484,
TMEM204,32.48,
MAD1L1,32.463,
FNDC5,32.461,
BMI1,32.452,
MED6,32.45,
GRPEL2,32.441,
KIF4A,32.441,
GRB10,32.436,
LMF2,32.429,
SMARCA4,32.415,
IL4,32.4,
FLAD1,32.392,
POP5,32.378,
GAGE12J,32.378,
TRIM33,32.376,
EPB41L5,32.37,
SLC8A1,32.358,
CD70,32.346,
TMEM233,32.333,
GGCX,32.328,
ABR,32.322,
NDP,32.316,
PGPEP1,32.309,
CDC42EP1,32.304,
ACOT8,32.293,
GAGE7,32.286,
GAGE12F,32.286,
GAGE12G,32.286,
GAGE12I,32.286,
C11orf52,32.285,
SYTL4,32.274,
KLRG1,32.26,
DNAJC12,32.24,
TNS3,32.236,
TBC1D23,32.234,
EFCAB11,32.232,
METTL16,32.231,
IFIT5,32.229,
NKX2-1,32.223,
BRAT1,32.219,
YJU2,32.218,
SLC6A1,32.212,
PHKB,32.212,
NAA25,32.211,
UQCR11,32.207,
ANXA10,32.202,
RCC1L,32.201,
CREM,32.201,
DPH2,32.199,
NCAPD3,32.192,
POLR2M,32.1905,3.2152145340552294
FNTB,32.177,
LGALS9,32.173,
FAM177A1,32.158,
SCYL2,32.142,
CDC34,32.14,
RB1,32.14,
ELK1,32.139,
NPDC1,32.136,
TMEM87A,32.131,
EZH2,32.13,
ACSM5,32.128,
VRK2,32.127,
CDKN2D,32.112,
AP5M1,32.111,
LSR,32.106,
ZBTB7A,32.102,
MCAT,32.097,
FGD4,32.063,
FAM172A,32.057,
NMNAT1,32.055,
GPN3,32.045,
FNBP4,32.039,
SPINK7,32.037,
TRUB1,32.015,
KBTBD11,32.013,
USP8,32.012,
PIP4P2,32.01,
DLGAP5,32.008,
BLOC1S3,32.006,
ATG16L1,31.969,
GTF3C4,31.96,
OTUD6A,31.959,
ING2,31.95,
VPS45,31.941,
SELENOI,31.94,
ZMYM2,31.934,
SEC16A,31.931,
SURF1,31.928,
GATAD1,31.926,
TXNDC15,31.924,
CNOT2,31.919,
GALNT1,31.913,
NFX1,31.91,
NFXL1,31.907,
RNF185,31.907,
OTUD4,31.904,
PRUNE2,31.897,
GTPBP2,31.892,
TAOK3,31.889,
SNIP1,31.888,
SETX,31.888,
BRD3,31.88,
TAF1C,31.869,
NUMB,31.869,
CCNP,31.866,
CCDC117,31.863,
VCAM1,31.855,
WDR45B,31.852,
ALOX5,31.852,
FAM210A,31.846,
TAF6,31.831,
ABCG2,31.827,
RMI1,31.825,
ANAPC7,31.822499999999998,6.4905331445113195
CHAF1A,31.819,
UGT2A3,31.804,
LTBP1,31.803,
DYNC2I2,31.791,
IFRD1,31.791,
TXNDC8,31.786,
CRTC2,31.78,
AMIGO1,31.769,
MYZAP,31.746,
AQR,31.742,
BCL2L2,31.74,
TBC1D10B,31.739,
ADNP,31.736,
AIG1,31.734,
UNC93B1,31.73,
CPSF2,31.729,
CBX2,31.72,
CLCN7,31.709,
CRCT1,31.705,
CC2D1B,31.698,
TJAP1,31.693,
B4GALT4,31.69,
RCL1,31.681,
BAG5,31.674,
MKRN2,31.673,
PRKACG,31.673,
TSPAN15,31.672,
SKA2,31.6715,17.336136954350586
SULT1C2,31.669,
BMP2K,31.667,
LRATD2,31.658,
ALKBH7,31.657,
GMEB2,31.655,
HSCB,31.654,
WASHC4,31.644,
NME6,31.639,
