Domain,mean,count_domain,domain_abundance_std
WAC_Acf1_DNA_bd,25.197000000000003,2,0.0
BIR,25.193749999999998,16,0.0
FSH1,25.193,1,0.0
Mu-like_Com,25.171,1,0.0
OrfB_Zn_ribbon,25.171,1,0.0
CBM,25.165153846153846,13,0.0
zf_C2H2,25.161,4,0.0
LELP1,25.14,1,0.0
UPF0565,25.131,1,0.0
DUF4589,25.130499999999998,2,0.0
LZ3wCH,25.117333333333335,3,0.0
Med24_N,25.115,1,0.0
DUF4711,25.113,1,0.0
Vps55,25.112000000000002,2,0.0
Glyco_transf_7N,25.103714285714286,7,0.0
GAS2,25.09908333333333,6,56.975128894106064
TILa,25.096666666666664,18,0.0
Glyco_hydro_79n,25.0905,2,0.0
SlyX,25.089799999999997,5,0.0
tRNA_U5-meth_tr,25.081000000000003,2,0.0
MBD_C,25.071714285714286,7,0.0
MBDa,25.071714285714286,7,0.0
Saf4_Yju2,25.0635,2,0.0
Vma12,25.041,1,0.0
Isy1,25.041,1,0.9220672426672594
SNAPC1,25.027,1,0.0
C9orf72-like,25.027,1,0.0
MRAP,25.023,2,0.0
zf-HC5HC2H,24.97929166666667,28,0.0
THAP4_heme-bd,24.974,1,0.0
CEP170_C,24.969,2,0.0
ICA69,24.955,3,0.0
Rgp1,24.954,2,0.0
DUF4522,24.939,1,0.0
Vert_HS_TF,24.938000000000002,3,0.0
UBN_AB,24.936500000000002,2,0.0
HUN,24.936500000000002,2,0.0
C5-epim_C,24.931,1,0.0
FAM181,24.919666666666668,4,0.0
PINIT,24.9155,4,0.0
ZZ,24.90683333333333,19,0.0
Mtf2_C,24.882,3,0.0
GCFC,24.87366666666667,3,0.0
Vps39,24.873333333333335,5,0.0
Spindle_Spc25,24.871,1,0.0
CDC50,24.8675,2,0.0
DCB,24.83325,4,0.0
ADNP_N,24.8285,3,0.0
TAF1_subA,24.828,1,0.0
PTS_2-RNA,24.802,1,0.0
NCU-G1,24.8,1,0.0
CASP_C,24.7935,2,0.0
EABR,24.785999999999998,2,0.0
RBP_receptor,24.761,1,0.0
5-FTHF_cyc-lig,24.745,2,6.660945878777279
DUF3535,24.729,1,0.0
RBB1NT,24.6875,2,0.0
Pkinase_C,24.66709375,32,0.0
DUF4516,24.661,1,0.0
XLF,24.642,1,0.0
NARG2_C,24.634,1,0.0
PCM1_C,24.625,1,0.0
MMACHC,24.615,1,0.0
RINT1_TIP1,24.609,2,0.0
BicD,24.603499999999997,2,0.0
FGGY_C,24.599833333333333,6,0.0
C2,24.58427513227513,213,0.5076576930701759
nlz1,24.583499999999997,2,0.0
Tom7,24.564,1,0.0
HAUS5,24.532,1,0.0
GoLoco,24.51814285714286,16,0.0
ATXN-1_C,24.5155,2,0.0
PRT6_C,24.505,3,0.0
INCENP_N,24.502,1,0.0
INCENP_ARK-bind,24.502,1,0.0
AA_permease,24.499454545454547,26,0.0
L_HMGIC_fpl,24.48785714285714,7,0.0
Cwf_Cwc,24.469,1,0.0
Thr_synth_N,24.466499999999996,2,0.0
COPR5,24.465,1,0.0
RAWUL,24.460625,8,0.0
Tfb5,24.454,1,0.0
Not3,24.429,1,0.0
NAD_kinase_C,24.424,1,0.0
FANCI_S1,24.404,1,0.0
FANCI_S1-cap,24.404,1,0.0
FANCI_S4,24.404,1,0.0
FANCI_S3,24.404,1,0.0
FANCI_S2,24.404,1,0.0
FANCI_HD2,24.404,1,0.0
FANCI_HD1,24.404,1,0.0
CENP-U,24.397,1,0.0
Consortin_C,24.396,1,0.0
Tweety,24.383499999999998,4,0.0
EXS,24.383,1,0.0
SPX,24.383,3,0.0
DUF4078,24.381,1,0.0
HOOK_N,24.378083333333336,6,6.924696708159857
HAT_KAT11,24.3125,2,0.0
Creb_binding,24.3125,2,0.0
KIX,24.3125,2,0.0
DUF902,24.3125,2,0.0
zf-TAZ,24.3125,4,0.0
SUZ,24.296666666666667,3,0.0
KAAG1,24.295,1,0.0
TMEM190,24.272,1,0.0
TRAM_LAG1_CLN8,24.25671875,16,2.6467006819812484
Calc_CGRP_IAPP,24.2408,7,0.0
HMMR_N,24.230999999999998,2,0.0
Ninjurin,24.2275,2,0.0
HECT,24.21548275862069,29,0.0
Cas_Cas6,24.214,1,0.0
Med25_SD1,24.165,1,0.0
Med25_NR-box,24.165,1,0.0
Med25_VWA,24.165,1,0.0
GTF2I,24.149625,15,0.0657609306503489
TYW3,24.146,1,0.0
Ada3,24.144,1,0.0
Med29,24.138,1,0.0
Choline_kinase,24.121750000000002,4,0.0
Oxidored_q3,24.116,1,0.0
DUF2451,24.105,1,0.0
WHIM1,24.1006,5,0.0
VPS13_mid_rpt,24.057666666666666,10,0.0
Sel1,24.027375,39,0.0
mTERF,23.9955,4,0.0
CXCR4_N,23.991,1,0.0
Mito_fiss_reg,23.9666,5,0.0
CD20,23.938545454545455,24,0.0
A_deamin,23.925666666666668,6,0.0
COMP,23.902,3,0.0
AKAP7_NLS,23.894333333333336,3,0.0
LLGL,23.88525,4,0.0
Lgl_C,23.88525,4,0.0
LRIF1,23.88,1,0.0
MeaB,23.875,1,0.0
Tsc35,23.863,1,0.0
XRCC4,23.8585,2,0.0
Ant_C,23.8505,2,0.0
RAB3GAP2_N,23.843333333333334,3,0.0
MOZART2,23.832,2,0.0
KPBB_C,23.82766666666667,5,0.0
NFRKB_winged,23.8245,3,0.0
Ank,23.813209999999998,819,6.747077774859276
LMF1,23.8065,3,0.0
Vezatin,23.792,1,0.0
Cyclin_C,23.791619047619047,21,0.0
CD4-extracel,23.788,1,0.0
Tcell_CD4_C,23.788,1,0.0
UXS1_N,23.785,1,0.0
Collectrin,23.781,2,0.0
Jnk-SapK_ap_N,23.7772,5,0.0
Rhomboid,23.7685,10,0.0
SIN1,23.765,1,0.0
SIN1_PH,23.765,1,0.0
CRIM,23.765,1,0.0
Trypan_PARP,23.754600000000003,5,0.0
DTW,23.7435,2,0.0
SH3-RhoG_link,23.7035,2,0.0
PH,23.70197564102564,318,11.003289886817186
Myc_N,23.68766666666667,4,0.0
MCRS_N,23.682,1,0.0
Ribonuclease,23.679,3,0.0
VATC,23.677,1,0.0
bVLRF1,23.677,1,0.0
IPPT,23.665,1,0.0
IPT,23.665,1,0.0
MKLP1_Arf_bdg,23.665,1,0.0
BCNT,23.6605,1,25.01814502516124
Rad21_Rec8,23.647333333333336,3,0.0
Rad21_Rec8_N,23.647333333333336,3,0.0
ELM2,23.637076923076922,13,9.190973941862744
DUF4097,23.634,4,0.0
CAMSAP_CC1,23.625666666666664,3,0.0
CAMSAP_CKK,23.625666666666664,3,0.0
SH3-WW_linker,23.61,1,0.0
SARAF,23.597,1,0.0
Smim3,23.59,1,0.0
NHS,23.524600000000003,8,0.0
NumbF,23.515,2,0.0
DUF1751,23.505,1,0.0
HORMA,23.482,4,0.0
Rb_C,23.466,2,0.0
RNase_H2-Ydr279,23.4655,2,0.0
SSF,23.451666666666668,12,0.0
Gaa1,23.447,1,0.0
FANCAA,23.422,1,0.0
TNF,23.41914705882353,17,0.3245620125646251
DUF4164,23.419,2,0.0
FRB_dom,23.416,1,0.0
Mic1,23.378999999999998,2,0.0
FAM193_C,23.359,2,0.0
CAP-ZIP_m,23.33966666666667,3,1.4653538821731762
zf-AN1,23.32322222222222,12,0.0
RunxI,23.317666666666668,3,0.0
Runt,23.317666666666668,3,0.0
LepA_C,23.308,1,0.0
RF3_C,23.308,1,0.0
RPAP1_N,23.301,1,0.0
RPAP1_C,23.301,1,0.0
DUF3677,23.299,2,0.0
PAW,23.288,1,0.0
Peptidase_S64,23.287,1,0.0
DNApol_Exo,23.287,1,0.0
DUF5604,23.26,1,0.0
IFRD_C,23.2495,2,0.0
MSL1_dimer,23.249,1,0.0
START,23.244666666666667,15,0.0
ELO,23.224833333333333,6,0.0
Secretogranin_V,23.224,2,0.0
DUF3429,23.19,1,0.0
HPS3_C,23.182,1,0.0
HPS3_N,23.182,1,0.0
HPS3_Mid,23.182,1,0.0
L27_N,23.181,1,0.0
Big,23.175,6,0.0
Maf1,23.143,1,0.0
ATPgrasp_N,23.136,1,0.0
ATPgrasp_Ter,23.136,1,0.0
Roc,23.134833333333333,6,0.0
Radical_SAM,23.12575,8,0.0
DOMON,23.0985,4,0.0
DSPc,23.098325,41,0.0
FTZ,23.086,1,0.0
Lectin_N,23.076,5,9.585539525764839
ANAPC2,23.07,1,0.0
Ig_C19orf38,23.067,1,0.0
PI4K_N,23.060999999999996,3,0.0
CAMSAP_CH,23.05966666666667,6,0.0
PSD2,23.035,2,0.0
RPOL_N,23.035,1,0.0
TMEM107,23.028,1,0.0
SGL,23.02475,11,0.0
RRN3,23.021,2,0.0
SpoU_sub_bind,23.0185,2,0.0
Xan_ur_permease,23.012333333333334,3,0.0
RAI16-like,23.01125,4,0.0
DUF5917,23.01125,4,0.0
KELAA,23.01125,4,0.0
zf-B_box,23.007906666666667,91,9.295945065815882
Y_phosphatase,23.006026315789473,50,0.0
AMH_N,22.9955,2,0.0
UPF0688,22.992,1,0.0
BOP1NT,22.991,1,0.0
Mnd1,22.982,1,0.0
zf_C2H2_ZHX,22.978857142857144,8,0.0
Formin_GBD_N,22.953,2,0.0
Med26,22.943461538461538,13,4.665733811524185
Gpi1,22.934,1,0.0
TRIQK,22.933,1,0.0
TAF8_C,22.93,1,0.0
SPATA19,22.917,2,0.0
DUF5711,22.9065,2,0.0
GCR,22.899,1,0.0
Snurportin1,22.889,1,0.0
TFIIB,22.8846,8,0.0
PRORP,22.878,1,0.0
UnbV_ASPIC,22.878,1,0.0
Rod_C,22.871,2,0.0
MAD,22.868666666666666,3,0.0
PIH1_CS,22.863,4,0.0
Sterile,22.8405,2,0.0
JHD,22.835,5,0.0
DUF4477,22.811,1,0.0
EST1,22.80366666666667,3,0.0
EST1_DNA_bind,22.80366666666667,4,0.0
Peptidase_M2,22.796666666666667,3,3.1379396637496595
Csm1_N,22.789,2,0.0
SAM,22.784878640776697,128,4.023952596639279
Nucleopor_Nup85,22.7565,3,0.0
TMEM52,22.754333333333335,3,0.0
DUF4674,22.732,1,0.0
PAH,22.720666666666663,8,0.0
APH,22.72,3,0.0
STAG,22.718666666666667,3,0.0
SLC12,22.71475,16,0.0
DUF2371,22.714,3,0.0
zf-TRAF,22.6988,17,0.0
AWS,22.6614,5,0.0
Spin-Ssty,22.6582,15,0.0
IER,22.632666666666665,4,0.0
TFIID-18kDa,22.618000000000002,2,0.0
DUF1308,22.576,1,0.0
DUF5614,22.576,1,0.0
XRN1_D1,22.548,1,0.0
XRN1_D2_D3,22.548,1,0.0
Xrn1_D3,22.548,1,0.0
Hamartin,22.521,1,0.0
Mak10,22.521,2,0.0
RB_B,22.52,3,0.0
RB_A,22.52,3,0.0
VCX_VCY,22.519875,12,0.7219574087160535
FAM24,22.519,2,0.0
Bromodomain,22.504649999999998,55,0.36910973977937733
DUF4500,22.453,1,0.0
Get2_like,22.447,1,0.0
CDH1_2_SANT_HL1,22.4225,2,0.0
GCSF,22.395,1,0.0
Cobl,22.386000000000003,2,0.0
Prok-RING,22.3778,5,0.0
Hira,22.3635,2,5.678067452927976
Lung_7-TM_R,22.3615,5,0.0
BRK,22.353,7,0.0
MNR,22.3435,2,0.0
Foie-gras,22.317,2,0.0
Fanconi_A,22.301,1,0.0
Fanconi_A_N,22.301,1,0.0
RNA_pol_L,22.290555555555557,3,7.051478308364377
OmpH,22.2865,2,0.0
DUF3694,22.28583333333333,6,28.05375443679508
LMBR1,22.27625,7,0.0
Med23,22.274,1,0.0
DUF1866,22.2675,2,0.0
SPOC,22.254,6,0.0
Chordopox_A33R,22.2485,5,0.0
TMEM237,22.219,1,0.0
Peptidase_C54,22.19775,4,0.0
Tam41_Mmp37,22.189,1,0.0
RhoGAP,22.185589552238806,68,1.9453869794979088
GF_recep_IV,22.181142857142856,16,0.0
BLM10_mid,22.171,1,0.0
DUF4592,22.162666666666667,3,0.0
CCDC84,22.15,1,0.0
EZH2_N,22.146,2,0.0
Erv26,22.136,1,0.0
SEA,22.10009523809524,39,0.0
Adhes-Ig_like,22.096,1,0.0
INCA1,22.076,1,0.0
Polyketide_cyc,22.075,2,0.0
DUF6233,22.071,1,0.0
SPATA25,22.061,1,0.0
RDD,22.054,1,0.0
DUF3384,22.05,1,0.0
Tuberin,22.05,1,0.0
DUF4733,22.043,1,0.0
DUF1664,22.028499999999998,4,0.0
MH1,22.01970833333333,12,9.502808032366012
ATG_C,22.0022,5,0.0
PhoU_div,21.996,1,0.0
IL10,21.9925,4,0.0
CC2-LZ,21.977800000000002,5,0.0
Dor1,21.977,1,3.979609528584433
Scs3p,21.976,4,0.0
DUF2045,21.976,1,0.0
DUF3585,21.957875,8,0.0
AXH,21.951333333333334,3,0.0
Glyco_tranf_2,21.9466,6,0.0
Bim_N,21.943,1,0.0
Bclx_interact,21.943,1,0.0
SGIII,21.942,1,0.0
C1,21.933690476190478,83,3.2913207835153364
SSXT,21.929000000000002,3,0.0
UCH,21.895041666666668,76,0.0
Anillin,21.891999999999996,3,0.0
Sec15,21.8905,2,0.0
Haspin_kinase,21.89,1,0.0
LAT,21.887999999999998,2,0.0
PRY,21.880603773584905,53,9.428579673878067
Put_Phosphatase,21.874000000000002,2,0.0
Draxin,21.869,1,0.0
TAFH,21.8076,5,0.0
MRNIP,21.805,1,0.0
BAH,21.79081818181818,13,9.190973941862744
NGF,21.7505,4,0.0
CXCL17,21.745,1,0.0
HGTP_anticodon2,21.744,1,0.0
GRAM,21.713619047619048,25,0.0
Rif1_N,21.713,1,0.0
TSP,21.70243137254902,122,0.0
Cation_efflux,21.6907,12,0.0
PI-PLC-Y,21.6884,15,0.0
zf-CXXC,21.686333333333334,14,0.0
ArgoL1,21.671142857142858,7,0.0
NRBF2_MIT,21.67,1,0.0
NRBF2,21.67,1,0.0
SOSSC,21.667,1,0.0
Retrotrans_gag,21.6526,5,0.0
BORCS6,21.647,1,0.0
Nup160,21.645733333333332,11,2.4001877704324164
JAMP,21.64,1,0.0
Scramblase,21.6198,5,0.0
BaffR-Tall_bind,21.615,1,0.0
PLDc,21.579428571428572,16,9.71847560062791
Auts2,21.5685,4,0.0
DUF1356,21.566666666666666,3,0.0
DUF6377,21.555,2,0.0
GIDE,21.555,1,0.0
Zn_Tnp_IS1595,21.542,1,0.0
zf-RING,21.52288888888889,101,0.0
TBK1_ULD,21.46,4,0.0
Nucleic_acid_bd,21.457,1,0.0
SRR1,21.429,1,0.0
TMEM206,21.425,1,0.0
Mannosidase_ig,21.423,1,0.0
Ig_mannosidase,21.423,1,0.0
Tmp39,21.418,2,0.0
Nop14,21.400000000000002,3,0.0
UBD,21.3575,2,0.0
Rad51,21.35652380952381,7,5.943583543059972
DUF747,21.346,1,0.0
GPAT_C,21.326,2,0.0
HABP4_PAI-RBP1,21.306947368421056,19,0.0
DTC,21.299,5,0.0
GDPD,21.275499999999997,8,0.0
Focadhesin,21.266,1,0.0
PHC2_SAM_assoc,21.2495,2,0.0
ATG16,21.2389,21,0.0
GPS2_interact,21.2185,2,0.0
zf-MYST,21.2178,5,0.0
MOZ_SAS,21.2178,5,0.0
KELK,21.215999999999998,3,0.0
PI3K_p85B,21.207,3,0.0
zf-MIZ,21.196,6,0.0
DBB,21.1875,2,0.0
Folate_carrier,21.16925,4,0.0
DUF1771,21.132,1,0.0
Smr,21.132,1,0.0
SKICH,21.1238,5,0.0
PapD-like,21.12058333333333,7,90.14674929986845
RNF220,21.109,2,0.0
HRDC,21.074,3,0.0
AP1AR,21.071,1,0.0
Bud13,21.057,1,0.0
TRAPPC-Trs85,21.053,1,0.0
ArgoN,21.035,7,0.0
ANAPC16,21.033,1,0.0
MANEC,21.0315,4,0.0
SNAPC5,21.031,1,0.0
zf-A20,21.023357142857144,13,2.438811288312401
VIR_N,20.967,1,0.0
PLC-beta_C,20.938333333333333,3,0.0
Codanin-1_C,20.925,1,0.0
Peptidase_C78,20.910333333333334,3,0.0
Matrilin_ccoil,20.90866666666667,3,0.0
CERK_C,20.878999999999998,2,0.0
DUF3669,20.869,1,0.0
Aa_trans,20.863,18,0.0
Fz,20.836130434782607,24,0.0
SHR-BD,20.82525,6,0.0
TTD,20.809,1,0.0
SAD_SRA,20.809,1,0.0
OTU,20.79769230769231,13,0.0
SPA,20.79325,4,0.0
LIF_OSM,20.777666666666665,3,0.0
ANAPC10,20.773285714285716,7,0.0
NHL,20.77153846153846,42,0.0
DOCK_N,20.726833333333335,6,0.0
GATA,20.711533333333332,21,9.190973941862744
PI-PLC-X,20.68925,16,0.0
Clathrin_bdg,20.677,2,0.0
GTSE1_N,20.6665,2,0.0
Zmiz1_N,20.657,1,0.0
Yae1_N,20.6505,2,0.0
DUF6203,20.6505,1,28.90157546743776
Flt3_lig,20.6505,1,28.90157546743776
LPP,20.639,1,0.0
Sdh5,20.636499999999998,1,20.361139764266632
TORC_M,20.633,4,0.0
TORC_N,20.633,3,0.0
TORC_C,20.633,3,0.0
Dishevelled,20.619500000000002,4,0.0
Dsh_C,20.619500000000002,4,0.0
RelB_transactiv,20.619,1,0.0
RelB_leu_zip,20.619,1,0.0
TPK_catalytic,20.591,1,0.0
TPK_B1_binding,20.591,1,0.0
DUF4735,20.586,1,0.0
BRE1,20.5855,2,0.0
ORC6,20.58,3,0.0
NUFIP1,20.562,1,0.0
Requiem_N,20.55,3,0.0
PAP2_C,20.54133333333333,3,0.0
TNFR_c6,20.53459090909091,64,0.0
Serinc,20.494799999999998,5,6.956516513313255
Chorein_N,20.48875,8,0.0
Myb_DNA-bind,20.459346153846152,31,0.0
tRNA_int_end_N2,20.451,1,0.0
Mod_r,20.449333333333332,6,0.0
MoaC,20.443,1,0.0
Mob_synth_C,20.443,1,0.0
DUF3821,20.43,3,0.0
LNS2,20.410666666666668,3,0.0
Lipin_N,20.410666666666668,3,0.0
TM2,20.38975,4,0.0
IGFL,20.38025,4,0.0
N_Asn_amidohyd,20.371,1,0.0
RTP1_C2,20.362,1,0.0
PYRIN,20.361363636363638,22,0.0
Sedlin_N,20.361,3,0.0
IRF-3,20.359571428571428,7,0.0
SMP_C2CD2L,20.359,2,0.0
DUF1154,20.34825,4,0.0
BolA,20.341333333333335,3,0.0
Death,20.31265714285714,36,0.0
Augurin,20.294,1,0.0
HEPN,20.246,1,0.0
Lbh,20.2405,2,0.0
Filaggrin,20.214,50,0.0
DotU,20.203,1,0.0
Med7,20.203,1,0.0
SMI1_KNR4,20.185499999999998,2,0.0
Tap-RNA_bind,20.179666666666666,3,0.0
CopK,20.1635,5,0.0
DUF667,20.16133333333333,3,0.0
Ripply,20.133,2,0.0
ATG101,20.129,1,0.0
NT-C2,20.128500000000003,4,0.0
CNDH2_M,20.111,1,0.0
CNDH2_C,20.111,1,0.0
CNDH2_N,20.111,1,0.0
CID_GANP,20.105,1,0.0
MCM3AP_GANP,20.105,1,0.0
NupH_GANP,20.105,1,0.0
N-SET,20.0995,2,0.0
ATG11,20.094,1,0.0
SpoU_methylase,20.087666666666667,3,0.0
ENT,20.082,1,0.0
CLLAC,20.081,1,0.0
FBXL18_C,20.075375,5,1.2537003230437491
Vps36_ESCRT-II,20.072,2,0.0
CK2S,20.07,2,0.0
Vps54_N,20.049500000000002,2,0.0
BNIP2,20.03425,4,0.0
MGC-24,20.032,4,0.0
Ferric_reduct,20.018083333333333,15,0.0
BiPBP_C,20.012,1,0.0
IL32,20.006,1,0.0
PAF-AH_p_II,19.996499999999997,2,0.0
Tudor,19.98483333333333,16,0.0
MTHFR,19.982,1,0.0
AF4_int,19.9775,4,0.0
AF-4,19.9775,5,0.0
AF-4_C,19.9775,4,0.0
DUF4677,19.972,1,0.0
Kinesin,19.97118181818182,45,0.0
GRAB,19.957,1,0.0
DMAP_binding,19.9458,5,0.0
PEN-2,19.941,1,1.8908035328928277
KIF1B,19.924,5,0.0
zf-C2H2_assoc3,19.922,1,0.0
Peptidase_M43,19.906,2,0.0
DUF4808,19.874,2,0.0
HSF_DNA-bind,19.8705,4,0.0
Glyco_transf,19.81785064935065,83,18.163451888338848
zf-4CXXC_R1,19.8145,2,0.0
ROQ_II,19.8075,2,0.0
FAM177,19.7895,2,0.0
VPS13_C,19.782400000000003,6,0.0
VPS13,19.782400000000003,6,0.0
DUF3652,19.78,1,0.0
MH2,19.762,8,0.0
Myf5,19.760666666666665,3,0.0
Basic,19.7515,4,0.0
HNF-1A_C,19.737,1,0.0
SMG1,19.715,1,1.2441205729349563
SMG1_N,19.715,1,1.2441205729349563
Orexin,19.705,1,0.0
preSET_CXC,19.699,2,0.0
EZH2_WD-Binding,19.699,2,0.0
PRC2_HTH,19.699,2,0.0
FAM209,19.676,2,0.0
Cyclin_N,19.660843749999998,35,0.0
WSD,19.659666666666666,8,0.0
SAM_decarbox,19.648,1,0.0
Prokineticin,19.640333333333334,3,0.0
DUF5856,19.637,1,0.0
BET,19.62275,4,0.0
TsaE,19.615,1,0.0
CENP-S,19.602,1,0.0
SOGA,19.6008,10,0.0
GCP6_N,19.599,1,0.0
Peroxin-13_N,19.578,1,0.0
CLSTN_C,19.540333333333333,3,0.0
PI3K_P85_iSH2,19.529625,4,0.23829498525986664
UPF0176_N,19.518,1,0.0
Rhodanese_C,19.518,1,0.0
DND1_DSRM,19.515249999999998,4,0.0
Fucokinase,19.50275,2,6.531545337820139
Fe_hyd_SSU,19.4845,2,0.0
Fe_hyd_lg_C,19.4845,2,0.0
Piwi,19.466,8,0.0
PAZ,19.455444444444442,9,0.0
Op_neuropeptide,19.4455,7,0.0
CCDC106,19.432000000000002,2,0.0
TMEM141,19.426,1,0.0
DUF4525,19.4215,2,0.0
MT-A70,19.421,3,0.0
Cbl_N2,19.409000000000002,3,0.0
Cbl_N3,19.409000000000002,3,0.0
Cbl_N,19.409000000000002,3,0.0
DUF4636,19.403,1,0.0
MEF2_binding,19.37,1,0.0
Inhibitor_Mig-6,19.3525,2,0.0
GTPase_binding,19.3525,2,0.0
GAGA,19.34,1,0.0
7TM_GPCR_Srd,19.308,1,0.0
Med25,19.3,3,0.0
LAT2,19.295,2,0.0
DUF4506,19.289,1,0.0
PigN,19.274,1,0.0
DUF3398,19.24983333333333,6,0.0
E_Pc_C,19.243000000000002,2,0.0
DUF5984,19.235,1,0.0
SET,19.234760869565218,46,0.0
DHR-2,19.21936363636364,11,0.0
DOCK-C2,19.21936363636364,11,0.0
DUF3713,19.203,1,0.0
HECA,19.202,1,0.0
Headcase,19.202,1,0.0
Na_Ca_ex_C,19.191999999999997,3,0.0
TPR_MalT,19.161166666666666,6,0.0
Glyco_transf_7C,19.11352,25,0.0
DDT,19.0992,5,0.0
RUN,19.085842105263158,21,0.0
Josephin,19.081200000000003,5,0.0
DUF4723,19.063333333333333,4,0.0
3-PAP,19.04216666666667,6,0.0
Asp_protease,19.0122,5,0.0
FIMP,19.001,1,0.0
Bcr-Abl_Oligo,18.998,1,0.0
DivIC,18.991,3,0.0
ATG2_CAD,18.9815,2,0.0
SAND,18.96525,8,0.0
zf-RING_UBOX,18.964199999999998,35,0.12020815280171303
Fringe,18.96088888888889,10,0.0
ABC_tran,18.933020833333334,80,0.0
DUF4211,18.913,3,0.0
MAGE,18.910125,44,0.0
muHD,18.886666666666667,3,0.0
WASH_WAHD,18.87075,4,0.0
IL17,18.8685,6,0.0
TMF_TATA_bd,18.865,3,0.0
Ly49,18.8502,5,0.0
DUF4476,18.84,2,0.0
PPDFL,18.836,2,0.0
F-box-like,18.833275510204082,49,3.818736374771109
GSK-3_bind,18.817999999999998,3,0.0
zf-primase,18.809,1,0.0
Mcm10,18.809,1,0.0
CC190,18.806,1,0.0
DUF3480,18.7955,2,0.0
IBR,18.794911111111112,29,8.066794551327892
zf-C2H2_aberr,18.775333333333332,9,0.0
CCDC23,18.751,1,0.0
DUF384,18.748,1,0.23900209204105374
Vasculin,18.7455,2,0.0
DUF4612,18.743,1,0.0
DUF846,18.742,3,13.740865935837768
TRAPPC9-Trs120,18.739,5,0.0
G2BR,18.732,1,0.0
CENP-C_C,18.712,1,0.0
CENP-C_mid,18.712,1,0.0
CENP_C_N,18.712,1,0.0
JmjC,18.70782608695652,23,0.0
DIE2_ALG10,18.698,2,0.0
Exostosin,18.69,5,0.0
Occludin_ELL,18.658142857142856,7,0.0
bZIP,18.65654347826087,46,4.986517020927534
TMEM252,18.648,1,0.0
CALCOCO1,18.637666666666664,4,0.0
LIN37,18.634,1,0.0
TCRP1,18.6295,3,0.0
DAGK_cat,18.621928571428572,14,0.0
E3_UbLigase_RBR,18.613333333333333,2,8.066794551327892
Apt1,18.598,1,0.0
Fmp27_GFWDK,18.598,1,0.0
Fmp27,18.598,2,0.0
DUF2405,18.598,1,0.0
Iwr1,18.585,1,0.0
ADAM17_MPD,18.565,1,0.0
KASH,18.555500000000002,4,0.0
Lipin_mid,18.54975,4,0.0
zf-C3HC4,18.527703463203466,223,9.028541318138457
PH_BEACH,18.52275,8,0.0
PMT_4TMC,18.5125,2,0.0
EF-hand_like,18.504076923076923,13,0.0
Xylo_C,18.4635,2,0.0
DUF2807,18.446,1,0.0
CLN3,18.445666666666668,1,2.6241008618826624
Patatin,18.430777777777777,10,0.0
CKAP2_C,18.430500000000002,3,0.0
FOXO_KIX_bdg,18.429,3,0.0
PK_Tyr_Ser-Thr,18.418488372093023,133,2.142533546995238
Sec6,18.4172,5,0.0
DCAF17,18.399,1,0.0
Med11,18.392,1,0.0
SIKE,18.386666666666667,4,0.0
MMADHC,18.385,1,0.0
PDGF_N,18.374000000000002,2,0.0
DNA_pol_B,18.37225,4,4.313351365237941
DNA_pol_B_exo1,18.37225,5,4.313351365237941
SUIM_assoc,18.35683333333333,6,0.0
IRF,18.354444444444443,9,0.0
TMEM131_like_N,18.346190476190475,9,90.14674929986845
Phage_Nu1,18.334,1,0.0
ig,18.32702923976608,74,4.656646575952842
DMPK_coil,18.302500000000002,5,0.0
KA1,18.3004,5,0.0
PDEase_I_N,18.276999999999997,3,0.0
SNAPC3,18.273,1,0.0
Prp18,18.270666666666667,1,11.812221058434917
APG6_N,18.264166666666668,7,0.0
PA26,18.262,3,0.0
LNP1,18.247,1,0.0
DUF3754,18.245,1,0.0
DUF6077,18.21,1,0.0
Sec16,18.21,2,0.0
DIL,18.206500000000002,6,0.0
IFT57,18.188,1,0.0
NPR2,18.181,2,0.0
zf_Hakai,18.1785,2,0.0
Furin-like,18.178333333333335,21,0.0
FAM199X,18.177,1,0.0
HhH-GPD,18.174,4,0.0
cNMP_binding,18.168378378378378,50,117.10253981874176
IIGP,18.14766666666667,3,0.0
Sharpin_PH,18.129,1,0.0
TMEM251,18.126,1,0.0
FPL,18.125,1,0.0
CLEC16A_C,18.125,1,0.0
DUF4745,18.115,1,0.0
CENP-I,18.111,1,0.0
Elf-1_N,18.101333333333333,3,0.0
CENP-F_C_Rb_bdg,18.093,1,0.0
CENP-F_N,18.093,1,0.0
AP4E_app_platf,18.071,1,0.0
Nramp,18.071,2,0.0
Morc6_S5,18.06075,6,0.0
uDENN,18.054199999999998,15,0.0
TFIIIC_sub6,18.053,1,0.0
RMP,18.026,1,0.0
SAC3_GANP,18.025666666666666,3,0.0
LAG1-DNAbind,18.002000000000002,2,0.0
TIG_SUH,18.002000000000002,2,0.0
BTD,18.002000000000002,2,0.0
TMPIT,18.002,1,0.0
DENN,17.99775,16,0.0
Folliculin,17.99225,2,0.8761053018901304
DUF3402,17.9735,5,0.0
N1221,17.9735,2,0.0
PG_binding,17.964263157894738,19,0.0
EPO_TPO,17.9635,2,0.0
FBO_C,17.946,1,0.0
PID,17.944625,37,28.081470509928778
DUF5563,17.943,1,0.0
DUF1744,17.877,1,0.0
Sterol-sensing,17.86414285714286,7,0.0
DUF4413,17.861,1,0.0
Cnn_1N,17.852333333333334,4,0.0
FDC-SP,17.827,1,0.0
